#Pure CO2 background for GCM nudging
C	12.00000
H	-30.00000
He	-30.00000
N	-30.00000
O	12.30103
S	-30.00000
P	-30.00000
Si	-30.00000
Ti	-30.00000
V	-30.00000
Cl	-30.00000
K	-30.00000
Na	-30.00000
Mg	-30.00000
F	-30.00000
Ca	-30.00000
Fe	-30.00000
e-	0.00000
